key,unit,period,macro,lag,p_text_to_macro,p_macro_to_text,n,q_text_to_macro
press_conf,ALL,T1,cfnai,1,0.3894,0.293,80,0.7799
press_conf,ALL,T1,cfnai,2,0.2032,0.648,80,0.667
press_conf,ALL,T1,cfnai,3,0.1976,0.7889,80,0.8596
press_conf,ALL,T1,vix,1,0.5008,0.0178,80,0.7799
press_conf,ALL,T1,vix,2,0.7268,0.1357,80,0.8998
press_conf,ALL,T1,vix,3,0.9557,0.2442,80,0.9787
press_conf,ALL,T2,cfnai,1,0.182,0.0024,71,0.8075
press_conf,ALL,T2,cfnai,2,0.3803,0.0085,71,0.9852
press_conf,ALL,T2,cfnai,3,0.6816,0.0135,71,0.9985
press_conf,ALL,T2,vix,1,0.7397,0.0369,71,0.9893
press_conf,ALL,T2,vix,2,0.5157,0.1269,71,0.9852
press_conf,ALL,T2,vix,3,0.461,0.1297,71,0.9985
press_conf,can,T1,cfnai,1,0.3877,0.2363,80,0.7799
press_conf,can,T1,cfnai,2,0.6459,0.163,80,0.8839
press_conf,can,T1,cfnai,3,0.7067,0.2645,80,0.9116
press_conf,can,T1,vix,1,0.8569,0.0047,80,0.8925
press_conf,can,T1,vix,2,0.5955,0.0064,80,0.8725
press_conf,can,T1,vix,3,0.7827,0.008,80,0.9116
press_conf,can,T2,cfnai,1,0.9512,0.4798,71,0.9893
press_conf,can,T2,cfnai,2,0.948,0.7477,71,0.9852
press_conf,can,T2,cfnai,3,0.4972,0.7242,71,0.9985
press_conf,can,T2,vix,1,0.2795,0.3059,71,0.8075
press_conf,can,T2,vix,2,0.6338,0.5739,71,0.9852
press_conf,can,T2,vix,3,0.0587,0.5502,71,0.8504
press_conf,can+do,T1,cfnai,1,0.4288,0.963,80,0.7799
press_conf,can+do,T1,cfnai,2,0.604,0.9699,80,0.8725
press_conf,can+do,T1,cfnai,3,0.5907,0.9202,80,0.8596
press_conf,can+do,T1,vix,1,0.7988,0.0025,80,0.8925
press_conf,can+do,T1,vix,2,0.9026,0.022,80,0.9779
press_conf,can+do,T1,vix,3,0.8347,0.0185,80,0.9116
press_conf,can+do,T2,cfnai,1,0.9462,0.5151,71,0.9893
press_conf,can+do,T2,cfnai,2,0.9766,0.6813,71,0.9852
press_conf,can+do,T2,cfnai,3,0.9985,0.4185,71,0.9985
press_conf,can+do,T2,vix,1,0.7469,0.5047,71,0.9893
press_conf,can+do,T2,vix,2,0.6575,0.8183,71,0.9852
press_conf,can+do,T2,vix,3,0.763,0.7518,71,0.9985
press_conf,could,T1,cfnai,1,0.0125,0.1234,80,0.3246
press_conf,could,T1,cfnai,2,0.0582,0.0467,80,0.667
press_conf,could,T1,cfnai,3,0.1353,0.0709,80,0.8596
press_conf,could,T1,vix,1,0.4695,0.3772,80,0.7799
