layer,unit,n_tokens,zero_share,spec,var,label,coef,se,p,stars,n,r2,adj_r2
pc_chair,would/communication,846,0.0,(3),const,const,1.27902,0.22947,0.0,***,80,0.02021,-0.00524
pc_chair,would/communication,846,0.0,(3),cfnai_ma3_lag2,CFNAI-MA3,0.02563,0.03797,0.49961,,80,0.02021,-0.00524
pc_chair,would/communication,846,0.0,(3),vix_pre28,VIX,0.01599,0.01053,0.12874,,80,0.02021,-0.00524
pc_chair,would/communication,846,0.0,(6) excl-2020,const,const,1.18511,0.31992,0.00021,***,71,0.0232,-0.00553
pc_chair,would/communication,846,0.0,(6) excl-2020,cfnai_ma3_lag2,CFNAI-MA3,-0.33653,0.32413,0.29914,,71,0.0232,-0.00553
pc_chair,would/communication,846,0.0,(6) excl-2020,vix_pre28,VIX,0.01974,0.01868,0.29053,,71,0.0232,-0.00553
pc_chair,would/communication,846,0.0,(7) Δ,const,const,-0.01841,0.05461,0.73596,,79,0.04012,0.01486
pc_chair,would/communication,846,0.0,(7) Δ,d_cfnai,ΔCFNAI,0.12059,0.0347,0.00051,***,79,0.04012,0.01486
pc_chair,would/communication,846,0.0,(7) Δ,d_vix,ΔVIX,-0.01835,0.0182,0.3133,,79,0.04012,0.01486
pc_chair,would/communication,846,0.0,(8) Δ excl-2020,const,const,-0.03557,0.05997,0.55311,,70,0.00107,-0.02875
pc_chair,would/communication,846,0.0,(8) Δ excl-2020,d_cfnai,ΔCFNAI,-0.11979,0.47089,0.7992,,70,0.00107,-0.02875
pc_chair,would/communication,846,0.0,(8) Δ excl-2020,d_vix,ΔVIX,-0.00342,0.02345,0.88398,,70,0.00107,-0.02875
pc_chair,will/activity,845,0.0,(3),const,const,0.71093,0.34058,0.03685,**,80,0.09954,0.07615
pc_chair,will/activity,845,0.0,(3),cfnai_ma3_lag2,CFNAI-MA3,0.06402,0.02852,0.02481,**,80,0.09954,0.07615
pc_chair,will/activity,845,0.0,(3),vix_pre28,VIX,0.04767,0.01471,0.00119,***,80,0.09954,0.07615
pc_chair,will/activity,845,0.0,(6) excl-2020,const,const,0.77156,0.4373,0.07767,*,71,0.05743,0.02971
pc_chair,will/activity,845,0.0,(6) excl-2020,cfnai_ma3_lag2,CFNAI-MA3,-0.1758,0.4097,0.66785,,71,0.05743,0.02971
pc_chair,will/activity,845,0.0,(6) excl-2020,vix_pre28,VIX,0.04054,0.02161,0.06058,*,71,0.05743,0.02971
pc_chair,will/activity,845,0.0,(7) Δ,const,const,0.00702,0.06406,0.91276,,79,0.02432,-0.00135
pc_chair,will/activity,845,0.0,(7) Δ,d_cfnai,ΔCFNAI,0.10485,0.08231,0.20271,,79,0.02432,-0.00135
pc_chair,will/activity,845,0.0,(7) Δ,d_vix,ΔVIX,-0.02084,0.02829,0.46131,,79,0.02432,-0.00135
pc_chair,will/activity,845,0.0,(8) Δ excl-2020,const,const,-0.00985,0.0496,0.84259,,70,0.06743,0.0396
pc_chair,will/activity,845,0.0,(8) Δ excl-2020,d_cfnai,ΔCFNAI,-0.62251,0.46599,0.18159,,70,0.06743,0.0396
pc_chair,will/activity,845,0.0,(8) Δ excl-2020,d_vix,ΔVIX,-0.03731,0.0238,0.11697,,70,0.06743,0.0396
pc_chair,will/mental,589,0.0,(3),const,const,1.02473,0.20572,0.0,***,80,0.00305,-0.02284
pc_chair,will/mental,589,0.0,(3),cfnai_ma3_lag2,CFNAI-MA3,0.00854,0.02603,0.74285,,80,0.00305,-0.02284
pc_chair,will/mental,589,0.0,(3),vix_pre28,VIX,0.00441,0.01021,0.66614,,80,0.00305,-0.02284
pc_chair,will/mental,589,0.0,(6) excl-2020,const,const,0.75265,0.27212,0.00568,***,71,0.03529,0.00692
pc_chair,will/mental,589,0.0,(6) excl-2020,cfnai_ma3_lag2,CFNAI-MA3,-0.14295,0.26087,0.58371,,71,0.03529,0.00692
pc_chair,will/mental,589,0.0,(6) excl-2020,vix_pre28,VIX,0.02121,0.01415,0.13396,,71,0.03529,0.00692
pc_chair,will/mental,589,0.0,(7) Δ,const,const,-0.00634,0.03862,0.86954,,79,0.00073,-0.02557
pc_chair,will/mental,589,0.0,(7) Δ,d_cfnai,ΔCFNAI,-0.00831,0.01122,0.45865,,79,0.00073,-0.02557
pc_chair,will/mental,589,0.0,(7) Δ,d_vix,ΔVIX,-0.00231,0.01297,0.85838,,79,0.00073,-0.02557
pc_chair,will/mental,589,0.0,(8) Δ excl-2020,const,const,-0.01836,0.04266,0.66694,,70,0.00649,-0.02317
pc_chair,will/mental,589,0.0,(8) Δ excl-2020,d_cfnai,ΔCFNAI,-0.23816,0.42639,0.57648,,70,0.00649,-0.02317
pc_chair,will/mental,589,0.0,(8) Δ excl-2020,d_vix,ΔVIX,-0.00372,0.01598,0.81583,,70,0.00649,-0.02317
pc_chair,would/mental,475,0.0,(3),const,const,0.8225,0.18314,1e-05,***,80,0.01759,-0.00793
pc_chair,would/mental,475,0.0,(3),cfnai_ma3_lag2,CFNAI-MA3,0.05046,0.01314,0.00012,***,80,0.01759,-0.00793
pc_chair,would/mental,475,0.0,(3),vix_pre28,VIX,0.00432,0.00864,0.61711,,80,0.01759,-0.00793
pc_chair,would/mental,475,0.0,(6) excl-2020,const,const,0.77694,0.26671,0.00358,***,71,0.01158,-0.01749
pc_chair,would/mental,475,0.0,(6) excl-2020,cfnai_ma3_lag2,CFNAI-MA3,0.13598,0.25301,0.59096,,71,0.01158,-0.01749
pc_chair,would/mental,475,0.0,(6) excl-2020,vix_pre28,VIX,0.00723,0.01406,0.60724,,71,0.01158,-0.01749
