event,event_date,layer,series,pre3,at,post3
Normalization addendum,2017-06-14,speech_chair,will+discuss,0.07,0.0,0.195
Normalization addendum,2017-06-14,speech_chair,will+need,0.0,0.0,0.195
Normalization addendum,2017-06-14,speech_chair,would,1.629,0.752,1.513
Normalization addendum,2017-06-14,speech_chair,would+like,0.718,0.0,0.33
Balance-sheet runoff,2017-10-01,speech_chair,ALL,10.934,3.448,12.781
Balance-sheet runoff,2017-10-01,speech_chair,can,1.447,0.0,0.509
Balance-sheet runoff,2017-10-01,speech_chair,can+help,0.0,0.0,0.0
Balance-sheet runoff,2017-10-01,speech_chair,could,1.925,0.0,2.016
Balance-sheet runoff,2017-10-01,speech_chair,may,2.113,0.0,0.811
Balance-sheet runoff,2017-10-01,speech_chair,should,1.074,0.0,1.017
Balance-sheet runoff,2017-10-01,speech_chair,will,2.499,3.448,4.128
Balance-sheet runoff,2017-10-01,speech_chair,will+be+appropriate,0.0,0.0,0.0
Balance-sheet runoff,2017-10-01,speech_chair,will+continue,0.0,0.0,0.0
Balance-sheet runoff,2017-10-01,speech_chair,will+discuss,0.265,0.0,0.103
Balance-sheet runoff,2017-10-01,speech_chair,will+need,0.195,0.0,0.103
Balance-sheet runoff,2017-10-01,speech_chair,would,1.876,0.0,4.299
Balance-sheet runoff,2017-10-01,speech_chair,would+like,0.13,0.0,0.792
Powell chair,2018-02-05,speech_chair,ALL,12.781,20.029,11.913
Powell chair,2018-02-05,speech_chair,can,0.509,7.153,2.776
Powell chair,2018-02-05,speech_chair,can+help,0.0,0.0,0.198
Powell chair,2018-02-05,speech_chair,could,2.016,0.0,0.362
Powell chair,2018-02-05,speech_chair,may,0.811,0.0,1.951
Powell chair,2018-02-05,speech_chair,should,1.017,1.431,0.888
Powell chair,2018-02-05,speech_chair,will,4.128,10.014,5.196
Powell chair,2018-02-05,speech_chair,will+be+appropriate,0.0,0.0,0.0
Powell chair,2018-02-05,speech_chair,will+continue,0.0,1.431,0.933
Powell chair,2018-02-05,speech_chair,will+discuss,0.103,0.0,0.0
Powell chair,2018-02-05,speech_chair,will+need,0.103,0.0,0.396
Powell chair,2018-02-05,speech_chair,would,4.299,1.431,0.741
Powell chair,2018-02-05,speech_chair,would+like,0.792,0.0,0.09
Mid-cycle cut,2019-07-31,speech_chair,ALL,12.74,12.389,10.376
Mid-cycle cut,2019-07-31,speech_chair,can,1.911,4.447,2.102
Mid-cycle cut,2019-07-31,speech_chair,can+help,0.0,0.0,0.0
Mid-cycle cut,2019-07-31,speech_chair,could,0.15,0.635,0.493
Mid-cycle cut,2019-07-31,speech_chair,may,1.733,1.588,1.425
Mid-cycle cut,2019-07-31,speech_chair,should,0.543,0.318,0.856
Mid-cycle cut,2019-07-31,speech_chair,will,7.612,4.765,3.138
Mid-cycle cut,2019-07-31,speech_chair,will+be+appropriate,0.0,0.318,0.0
Mid-cycle cut,2019-07-31,speech_chair,will+continue,0.392,0.318,0.0
Mid-cycle cut,2019-07-31,speech_chair,will+discuss,0.242,0.635,0.207
Mid-cycle cut,2019-07-31,speech_chair,will+need,2.746,0.0,0.0
Mid-cycle cut,2019-07-31,speech_chair,would,0.791,0.635,2.361
Mid-cycle cut,2019-07-31,speech_chair,would+like,0.0,0.0,0.546
Pandemic ZLB,2020-03-15,speech_chair,ALL,13.997,20.474,15.381
Pandemic ZLB,2020-03-15,speech_chair,can,3.837,5.388,6.646
Pandemic ZLB,2020-03-15,speech_chair,can+help,0.0,0.0,0.0
Pandemic ZLB,2020-03-15,speech_chair,could,1.31,0.0,0.816
Pandemic ZLB,2020-03-15,speech_chair,may,1.671,0.0,0.816
Pandemic ZLB,2020-03-15,speech_chair,should,0.557,3.233,0.0
Pandemic ZLB,2020-03-15,speech_chair,will,3.356,9.698,6.175
Pandemic ZLB,2020-03-15,speech_chair,will+be+appropriate,0.0,0.0,0.0
Pandemic ZLB,2020-03-15,speech_chair,will+continue,0.0,1.078,0.272
Pandemic ZLB,2020-03-15,speech_chair,will+discuss,0.207,0.0,0.272
Pandemic ZLB,2020-03-15,speech_chair,will+need,0.0,0.0,0.544
Pandemic ZLB,2020-03-15,speech_chair,would,3.266,2.155,0.928
Pandemic ZLB,2020-03-15,speech_chair,would+like,0.104,0.0,0.0
New framework,2020-08-27,speech_chair,ALL,15.381,12.319,14.314
New framework,2020-08-27,speech_chair,can,6.646,2.772,2.46
New framework,2020-08-27,speech_chair,can+help,0.0,0.0,0.431
New framework,2020-08-27,speech_chair,could,0.816,1.54,1.803
New framework,2020-08-27,speech_chair,may,0.816,0.616,0.457
New framework,2020-08-27,speech_chair,should,0.0,0.308,0.157
New framework,2020-08-27,speech_chair,will,6.175,4.928,7.304
New framework,2020-08-27,speech_chair,will+be+appropriate,0.0,0.0,0.3
New framework,2020-08-27,speech_chair,will+continue,0.272,0.308,0.143
New framework,2020-08-27,speech_chair,will+discuss,0.272,0.308,0.143
New framework,2020-08-27,speech_chair,will+need,0.544,0.0,0.0
New framework,2020-08-27,speech_chair,would,0.928,2.156,2.132
New framework,2020-08-27,speech_chair,would+like,0.0,0.0,0.431
Hiking cycle begins,2022-03-16,speech_chair,ALL,13.549,14.757,11.45
Hiking cycle begins,2022-03-16,speech_chair,can,1.19,1.553,1.678
Hiking cycle begins,2022-03-16,speech_chair,can+help,0.0,0.388,0.0
Hiking cycle begins,2022-03-16,speech_chair,could,0.0,1.165,0.644
Hiking cycle begins,2022-03-16,speech_chair,may,1.587,2.718,1.833
Hiking cycle begins,2022-03-16,speech_chair,should,0.0,0.0,0.253
Hiking cycle begins,2022-03-16,speech_chair,will,9.582,5.825,6.007
Hiking cycle begins,2022-03-16,speech_chair,will+be+appropriate,0.0,0.388,0.0
Hiking cycle begins,2022-03-16,speech_chair,will+continue,0.0,0.0,0.0
Hiking cycle begins,2022-03-16,speech_chair,will+discuss,0.857,0.388,0.0
Hiking cycle begins,2022-03-16,speech_chair,will+need,0.0,0.0,0.253
Hiking cycle begins,2022-03-16,speech_chair,would,1.19,3.495,1.034
Hiking cycle begins,2022-03-16,speech_chair,would+like,0.666,0.0,0.39
Last hike,2023-07-26,speech_chair,ALL,15.907,17.975,10.643
Last hike,2023-07-26,speech_chair,can,1.971,1.892,1.886
Last hike,2023-07-26,speech_chair,can+help,0.0,0.0,0.0
Last hike,2023-07-26,speech_chair,could,0.681,2.838,1.812
Last hike,2023-07-26,speech_chair,may,0.618,1.892,1.268
Last hike,2023-07-26,speech_chair,should,2.856,1.419,0.0
Last hike,2023-07-26,speech_chair,will,6.913,8.988,3.325
Last hike,2023-07-26,speech_chair,will+be+appropriate,0.479,0.0,0.0
Last hike,2023-07-26,speech_chair,will+continue,0.0,0.946,0.0
Last hike,2023-07-26,speech_chair,will+discuss,0.543,0.0,0.0
Last hike,2023-07-26,speech_chair,will+need,0.416,0.473,0.0
Last hike,2023-07-26,speech_chair,would,2.867,0.946,2.352
Last hike,2023-07-26,speech_chair,would+like,0.0,0.0,0.0
Cutting cycle begins,2024-09-18,speech_chair,ALL,15.468,8.929,9.773
Cutting cycle begins,2024-09-18,speech_chair,can,2.491,2.232,2.189
Cutting cycle begins,2024-09-18,speech_chair,can+help,0.187,0.0,0.0
Cutting cycle begins,2024-09-18,speech_chair,could,1.006,0.0,0.7
Cutting cycle begins,2024-09-18,speech_chair,may,1.216,2.232,0.0
Cutting cycle begins,2024-09-18,speech_chair,should,0.432,0.0,0.0
Cutting cycle begins,2024-09-18,speech_chair,will,7.043,4.464,6.152
Cutting cycle begins,2024-09-18,speech_chair,will+be+appropriate,0.246,0.0,0.0
Cutting cycle begins,2024-09-18,speech_chair,will+continue,0.373,0.0,1.115
Cutting cycle begins,2024-09-18,speech_chair,will+discuss,0.0,0.0,0.0
Cutting cycle begins,2024-09-18,speech_chair,will+need,0.373,0.0,0.0
Cutting cycle begins,2024-09-18,speech_chair,would,3.279,0.0,0.732
Cutting cycle begins,2024-09-18,speech_chair,would+like,0.0,0.0,0.0
Framework review 2025,2025-08-22,speech_chair,ALL,10.217,11.974,10.131
Framework review 2025,2025-08-22,speech_chair,can,1.827,2.149,0.256
Framework review 2025,2025-08-22,speech_chair,can+help,0.0,0.0,0.0
Framework review 2025,2025-08-22,speech_chair,could,0.649,0.921,2.761
Framework review 2025,2025-08-22,speech_chair,may,1.366,2.149,1.67
Framework review 2025,2025-08-22,speech_chair,should,0.0,0.0,0.256
Framework review 2025,2025-08-22,speech_chair,will,5.266,4.298,4.038
Framework review 2025,2025-08-22,speech_chair,will+be+appropriate,0.0,0.0,0.0
Framework review 2025,2025-08-22,speech_chair,will+continue,0.256,0.307,0.278
Framework review 2025,2025-08-22,speech_chair,will+discuss,0.717,0.0,0.128
Framework review 2025,2025-08-22,speech_chair,will+need,0.196,0.0,0.0
Framework review 2025,2025-08-22,speech_chair,would,1.11,2.456,1.15
Framework review 2025,2025-08-22,speech_chair,would+like,0.717,0.0,0.0
