key,unit,target,r2_base,r2_with,delta_r2,coef_text,p_text,n,q_text
minutes,ALL,cfnai_ma3_lead3,0.0553,0.1222,0.0669,0.0846,0.1529,99,0.3991
minutes,ALL,d_vix_28,0.0527,0.0561,0.0033,-0.0823,0.2095,99,0.4278
minutes,could,cfnai_ma3_lead3,0.0553,0.0652,0.0099,-0.0903,0.2201,99,0.4278
minutes,could,d_vix_28,0.0527,0.0529,0.0002,0.0513,0.8,99,0.88
minutes,should,cfnai_ma3_lead3,0.0553,0.0623,0.007,0.0563,0.3899,99,0.5001
minutes,should,d_vix_28,0.0527,0.0551,0.0024,-0.1439,0.3999,99,0.5001
minutes,would,cfnai_ma3_lead3,0.0553,0.1169,0.0615,0.0776,0.0239,99,0.3991
minutes,would,d_vix_28,0.0527,0.0529,0.0001,0.015,0.8548,99,0.8955
press_conf,ALL,cfnai_ma3_lead3,0.0707,0.0761,0.0054,0.0297,0.5004,80,0.5794
press_conf,ALL,d_vix_28,0.0173,0.0383,0.021,0.3327,0.34,80,0.4986
press_conf,can,cfnai_ma3_lead3,0.0707,0.0834,0.0126,0.1233,0.263,80,0.4451
press_conf,can,d_vix_28,0.0173,0.0173,0.0,0.0059,0.9909,80,0.9909
press_conf,could,cfnai_ma3_lead3,0.0707,0.1236,0.0528,0.4315,0.0773,80,0.3991
press_conf,could,d_vix_28,0.0173,0.0783,0.0611,-2.6179,0.1188,80,0.3991
press_conf,may,cfnai_ma3_lead3,0.0707,0.0824,0.0116,0.2541,0.2333,80,0.4278
press_conf,may,d_vix_28,0.0173,0.0635,0.0462,-2.8574,0.1633,80,0.3991
press_conf,should,cfnai_ma3_lead3,0.0707,0.087,0.0162,0.2581,0.1478,80,0.3991
press_conf,should,d_vix_28,0.0173,0.023,0.0058,-0.8685,0.319,80,0.4986
press_conf,will,cfnai_ma3_lead3,0.0707,0.0913,0.0206,-0.0683,0.4092,80,0.5001
press_conf,will,d_vix_28,0.0173,0.174,0.1567,1.0628,0.0708,80,0.3991
press_conf,would,cfnai_ma3_lead3,0.0707,0.0809,0.0101,0.0684,0.1503,80,0.3991
press_conf,would,d_vix_28,0.0173,0.0388,0.0215,-0.5628,0.0521,80,0.3991
