key,unit,period,macro,lag,p_text_to_macro,p_macro_to_text,n,q_text_to_macro
minutes,ALL,T1,cfnai,1,0.9009,0.6483,99,0.9523
minutes,ALL,T1,cfnai,2,0.2448,0.8072,99,0.5644
minutes,ALL,T1,cfnai,3,0.2839,0.5478,99,0.7381
minutes,ALL,T1,vix,1,0.0776,0.266,99,0.6606
minutes,ALL,T1,vix,2,0.2224,0.5284,99,0.5644
minutes,ALL,T1,vix,3,0.0343,0.6482,99,0.2232
minutes,ALL,T2,cfnai,1,0.6572,0.1285,91,0.9512
minutes,ALL,T2,cfnai,2,0.6547,0.0632,91,0.8837
minutes,ALL,T2,cfnai,3,0.9941,0.0906,91,0.9941
minutes,ALL,T2,vix,1,0.8974,0.7533,91,0.9512
minutes,ALL,T2,vix,2,0.2956,0.6522,91,0.8837
minutes,ALL,T2,vix,3,0.3795,0.7877,91,0.9941
minutes,could,T1,cfnai,1,0.9156,0.9078,99,0.9523
minutes,could,T1,cfnai,2,0.0067,0.4843,99,0.175
minutes,could,T1,cfnai,3,0.0075,0.4922,99,0.0651
minutes,could,T1,vix,1,0.0555,0.4207,99,0.6606
minutes,could,T1,vix,2,0.1034,0.5603,99,0.5644
minutes,could,T1,vix,3,0.002,0.6848,99,0.0524
minutes,could,T2,cfnai,1,0.7525,0.9782,91,0.9512
minutes,could,T2,cfnai,2,0.4421,0.9646,91,0.8837
minutes,could,T2,cfnai,3,0.4969,0.9786,91,0.9941
minutes,could,T2,vix,1,0.4791,0.7895,91,0.9512
minutes,could,T2,vix,2,0.2996,0.3919,91,0.8837
minutes,could,T2,vix,3,0.2123,0.6904,91,0.7884
minutes,may,T1,cfnai,1,0.7777,0.6434,99,0.9321
minutes,may,T1,cfnai,2,0.7803,0.7247,99,0.8453
minutes,may,T1,cfnai,3,0.4737,0.8967,99,0.7697
minutes,may,T1,vix,1,0.7719,0.8626,99,0.9321
minutes,may,T1,vix,2,0.7156,0.0924,99,0.8216
minutes,may,T1,vix,3,0.8012,0.0683,99,0.868
minutes,may,T2,cfnai,1,0.3917,0.7542,91,0.9472
minutes,may,T2,cfnai,2,0.7965,0.5748,91,0.8837
minutes,may,T2,cfnai,3,0.8866,0.6689,91,0.9941
minutes,may,T2,vix,1,0.7738,0.4814,91,0.9512
minutes,may,T2,vix,2,0.7489,0.7684,91,0.8837
minutes,may,T2,vix,3,0.9141,0.8573,91,0.9941
minutes,should,T1,cfnai,1,0.9956,0.778,99,0.9956
minutes,should,T1,cfnai,2,0.8144,0.7519,99,0.847
minutes,should,T1,cfnai,3,0.7606,0.8404,99,0.868
minutes,should,T1,vix,1,0.6541,0.3194,99,0.9321
minutes,should,T1,vix,2,0.7076,0.2944,99,0.8216
minutes,should,T1,vix,3,0.3579,0.4675,99,0.7496
minutes,should,T2,cfnai,1,0.849,0.1258,91,0.9512
minutes,should,T2,cfnai,2,0.7056,0.2375,91,0.8837
minutes,should,T2,cfnai,3,0.9582,0.0451,91,0.9941
minutes,should,T2,vix,1,0.4535,0.4649,91,0.9512
minutes,should,T2,vix,2,0.4173,0.4871,91,0.8837
minutes,should,T2,vix,3,0.1303,0.7205,91,0.7884
minutes,will,T1,cfnai,1,0.7887,0.7951,99,0.9321
minutes,will,T1,cfnai,2,0.4156,0.8685,99,0.7717
minutes,will,T1,cfnai,3,0.4048,0.7186,99,0.7496
minutes,will,T1,vix,1,0.4017,0.3893,99,0.9196
minutes,will,T1,vix,2,0.6656,0.6998,99,0.8216
minutes,will,T1,vix,3,0.5771,0.8276,99,0.8144
minutes,will,T2,cfnai,1,0.8729,0.943,91,0.9512
minutes,will,T2,cfnai,2,0.7563,0.9661,91,0.8837
minutes,will,T2,cfnai,3,0.7024,0.9276,91,0.9941
minutes,will,T2,vix,1,0.1288,0.6243,91,0.9472
minutes,will,T2,vix,2,0.2386,0.8478,91,0.8837
minutes,will,T2,vix,3,0.1853,0.9332,91,0.7884
minutes,would,T1,cfnai,1,0.5305,0.6359,99,0.9196
minutes,would,T1,cfnai,2,0.1731,0.5506,99,0.5644
minutes,would,T1,cfnai,3,0.004,0.7675,99,0.0524
minutes,would,T1,vix,1,0.6349,0.3122,99,0.9321
minutes,would,T1,vix,2,0.4743,0.5392,99,0.7922
minutes,would,T1,vix,3,0.7501,0.8642,99,0.868
minutes,would,T2,cfnai,1,0.2936,0.2418,91,0.9472
minutes,would,T2,cfnai,2,0.6494,0.0159,91,0.8837
minutes,would,T2,cfnai,3,0.8601,0.0136,91,0.9941
minutes,would,T2,vix,1,0.9345,0.4538,91,0.9512
minutes,would,T2,vix,2,0.6939,0.7642,91,0.8837
minutes,would,T2,vix,3,0.8375,0.8554,91,0.9941
press_conf,ALL,T1,cfnai,1,0.3894,0.293,80,0.9196
press_conf,ALL,T1,cfnai,2,0.2032,0.648,80,0.5644
